leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,volume,estimated_volume,estimated_volume_b,measured_rate,tagged,component,date_began,day_ts_began,estimated_date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND00580_0000000010,ABRAND00580,2,0.019267204411190186,53.2,-115.42,repaired,365,2435.4362926285553,,,,True,unknown,2025-01-03,0,,2026-01-03,natural,1.0,natural,2026-01-03,False,2026-01-03,0.0,0.7162534435261708,84.04032977067668,0.963299829499196
ABRAND00594_0000000012,ABRAND00594,2,0.01925814694200467,52.95,-115.36,repaired,365,2136.452602193337,,,,True,unknown,2024-07-08,0,,2025-07-08,natural,1.0,natural,2025-07-08,False,2025-07-08,0.0,0.7171717171717171,84.05958791761869,0.963520573155442
ABRAND00261_0000000014,ABRAND00261,2,0.01913492805353375,54.06,-117.65,repaired,365,2982.47704202087,,,,True,unknown,2025-12-10,0,,2026-12-10,natural,1.0,natural,2026-12-10,False,2026-12-10,0.0,0.7180899908172635,84.07872284567222,0.9637399044334338
ABRAND01007_0000000006,ABRAND01007,3,0.01905378799311912,53.01,-113.88,repaired,365,1845.4432038007567,,,,True,unknown,2024-01-27,0,,2025-01-26,natural,1.0,natural,2025-01-26,False,2025-01-26,0.0,0.7190082644628099,84.09777663366533,0.9639583056555038
ABRAND00957_0000000002,ABRAND00957,1,0.01903683976661174,52.9,-114.12,repaired,365,731.9284153466882,,,,True,unknown,2022-03-22,0,,2023-03-22,natural,1.0,natural,2023-03-22,False,2023-03-22,0.0,0.7199265381083563,84.11681347343195,0.9641765126110383
ABRAND00287_0000000003,ABRAND00287,1,0.01903180156430329,54.15,-117.37,repaired,365,1014.5625032311312,,,,True,unknown,2022-09-10,0,,2023-09-10,natural,1.0,natural,2023-09-10,False,2023-09-10,0.0,0.7208448117539027,84.13584527499626,0.9643946618169255
ABRAND00261_0000000003,ABRAND00261,2,0.01903000978896284,54.06,-117.65,repaired,365,501.47881795874883,,,,True,unknown,2021-11-03,0,,2022-11-02,natural,1.0,natural,2022-11-02,False,2022-11-02,0.0,0.721763085399449,84.15487528478522,0.964612790484853
ABRAND00692_0000000004,ABRAND00692,2,0.0190019173583608,53.09,-115.02,repaired,365,865.2105026947706,,,,True,unknown,2022-06-12,0,,2023-06-12,natural,1.0,natural,2023-06-12,False,2023-06-12,0.0,0.7226813590449954,84.17387720214359,0.9648305971474569
ABRAND00338_0000000002,ABRAND00338,3,0.018998722315620827,53.05,-116.21,repaired,365,196.97875296835676,,,,True,unknown,2021-05-02,0,,2022-05-01,natural,1.0,natural,2022-05-01,False,2022-05-01,0.0,0.7235996326905417,84.1928759244592,0.9650483671873564
ABRAND00515_0000000005,ABRAND00515,1,0.0189589576791437,52.48,-115.65,repaired,365,2253.96222622575,,,,True,unknown,2024-10-08,0,,2025-10-08,natural,1.0,natural,2025-10-08,False,2025-10-08,0.0,0.7245179063360881,84.21183488213835,0.9652656814310016
